city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
São Paulo,59,2,1,0,15,acept,not furnished,1750
São Paulo,380,4,3,2,12,not acept,furnished,15000
São Paulo,217,4,4,3,1,acept,not furnished,4910
São Paulo,110,2,1,1,2,acept,not furnished,2800
Campinas,38,1,1,0,8,acept,not furnished,550
São Paulo,310,4,5,5,6,acept,furnished,12000
São Paulo,400,3,4,2,-,acept,not furnished,3150
Porto Alegre,55,2,1,1,4,acept,not furnished,1500
São Paulo,320,3,5,0,10,not acept,not furnished,6000
Campinas,75,3,2,2,13,not acept,not furnished,1600
Belo Horizonte,235,4,5,3,6,acept,not furnished,3300
Belo Horizonte,434,5,6,0,10,not acept,furnished,11000
São Paulo,160,4,4,2,3,not acept,not furnished,7000
São Paulo,108,3,2,2,5,acept,not furnished,4348
São Paulo,280,5,5,2,1,acept,furnished,12750
Rio de Janeiro,55,2,1,1,3,acept,not furnished,680
Rio de Janeiro,60,2,1,1,1,not acept,not furnished,1500
São Paulo,226,4,4,3,4,not acept,not furnished,10000
Belo Horizonte,58,2,1,1,2,acept,not furnished,900
São Paulo,178,4,3,2,5,acept,not furnished,6700
Porto Alegre,40,1,1,0,2,acept,furnished,1150
Campinas,205,3,2,4,-,acept,not furnished,2490
São Paulo,112,3,2,3,3,acept,not furnished,2500
Belo Horizonte,300,4,4,3,13,acept,furnished,15000
São Paulo,140,3,3,2,-,acept,not furnished,5000
Belo Horizonte,113,2,2,2,4,acept,not furnished,2600
Belo Horizonte,96,3,2,2,1,not acept,not furnished,1400
São Paulo,55,1,2,1,4,acept,furnished,3500
São Paulo,180,2,3,3,7,acept,furnished,7600
São Paulo,240,7,3,4,-,acept,not furnished,6000
São Paulo,80,3,4,1,-,acept,not furnished,3000
Belo Horizonte,230,5,3,2,3,acept,not furnished,2200
Belo Horizonte,127,3,2,3,1,acept,not furnished,3000
Belo Horizonte,156,4,4,3,7,acept,not furnished,6500
São Paulo,65,2,1,2,21,acept,not furnished,4000
São Paulo,88,2,2,2,8,acept,furnished,4500
Porto Alegre,107,3,2,1,-,acept,not furnished,2000
Rio de Janeiro,60,2,1,1,2,acept,not furnished,1200
Porto Alegre,35,1,1,0,1,acept,not furnished,550
Porto Alegre,243,3,5,1,2,acept,not furnished,5556
São Paulo,30,1,1,0,-,not acept,not furnished,850
Campinas,45,1,1,1,4,acept,not furnished,870
Rio de Janeiro,130,3,2,2,-,acept,not furnished,3000
Porto Alegre,80,2,2,0,3,acept,furnished,2800
São Paulo,98,2,2,1,13,acept,not furnished,2166
São Paulo,15,1,1,0,-,not acept,furnished,1200
Rio de Janeiro,57,2,2,1,9,acept,not furnished,1800
Porto Alegre,180,4,2,2,3,acept,not furnished,2400
São Paulo,200,4,4,3,5,acept,not furnished,7000
Rio de Janeiro,70,2,2,1,-,acept,not furnished,1900
São Paulo,350,2,1,0,-,acept,not furnished,2500
Porto Alegre,64,2,1,0,4,not acept,furnished,1700
Porto Alegre,40,1,1,0,-,not acept,not furnished,750
Belo Horizonte,73,1,1,0,4,acept,not furnished,700
São Paulo,200,3,3,2,8,acept,not furnished,12000
São Paulo,36,1,1,1,4,acept,furnished,1990
Campinas,63,2,1,0,-,acept,not furnished,850
São Paulo,85,2,1,1,6,acept,not furnished,3500
São Paulo,198,5,5,2,1,acept,not furnished,3801
Campinas,70,3,1,1,1,acept,not furnished,940
Belo Horizonte,60,2,1,1,12,not acept,not furnished,1000
Belo Horizonte,90,4,3,1,2,acept,not furnished,950
Porto Alegre,98,2,1,0,9,acept,not furnished,1800
São Paulo,103,3,2,2,6,acept,not furnished,3000
São Paulo,160,2,3,0,-,acept,not furnished,4300
Rio de Janeiro,100,3,2,1,8,acept,furnished,4000
São Paulo,50,2,1,1,17,acept,not furnished,1000
São Paulo,55,2,1,1,4,acept,not furnished,1100
São Paulo,80,2,2,0,9,not acept,not furnished,2550
São Paulo,50,1,1,0,-,acept,not furnished,690
Rio de Janeiro,25,1,1,0,3,not acept,not furnished,1900
São Paulo,120,2,2,2,-,acept,not furnished,5500
São Paulo,127,3,3,2,1,acept,not furnished,3800
São Paulo,98,3,2,1,9,acept,not furnished,5500
São Paulo,65,1,1,0,1,not acept,furnished,3050
Rio de Janeiro,86,2,2,2,2,acept,not furnished,1200
Porto Alegre,200,4,3,0,-,not acept,not furnished,15000
São Paulo,360,4,5,5,20,acept,not furnished,10000
São Paulo,65,2,1,1,2,acept,not furnished,1410
São Paulo,93,1,3,1,4,not acept,not furnished,3500
São Paulo,187,4,5,3,5,acept,not furnished,5300
Belo Horizonte,616,5,5,6,-,acept,not furnished,12500
Rio de Janeiro,86,2,2,2,2,acept,not furnished,1200
São Paulo,139,2,2,1,4,acept,not furnished,4396
Rio de Janeiro,100,2,2,1,21,not acept,not furnished,2000
São Paulo,285,4,4,4,9,acept,not furnished,8000
São Paulo,52,2,1,1,8,acept,not furnished,3000
São Paulo,39,1,1,0,10,acept,furnished,2000
Porto Alegre,42,1,2,1,2,acept,not furnished,1800
Rio de Janeiro,30,1,1,0,10,acept,furnished,1386
Rio de Janeiro,70,2,1,1,7,acept,not furnished,900
São Paulo,60,1,1,0,2,acept,not furnished,1200
São Paulo,90,2,2,2,7,acept,not furnished,3040
Porto Alegre,61,2,1,0,2,acept,not furnished,850
Porto Alegre,50,1,1,0,8,acept,not furnished,780
Campinas,48,2,1,1,8,acept,not furnished,1545
São Paulo,27,1,1,0,5,not acept,not furnished,3500
Belo Horizonte,100,3,3,1,4,acept,furnished,2600
São Paulo,155,2,1,1,2,acept,not furnished,4500
São Paulo,230,4,5,0,-,acept,furnished,7600
Campinas,47,1,1,1,8,acept,not furnished,1100
Campinas,55,2,1,1,-,acept,not furnished,730
Campinas,60,1,1,1,8,acept,not furnished,1100
Belo Horizonte,380,5,6,2,-,acept,not furnished,4500
São Paulo,180,3,2,4,-,not acept,furnished,11000
Porto Alegre,196,3,4,2,7,acept,furnished,4600
Porto Alegre,70,2,1,0,-,acept,not furnished,1300
São Paulo,227,4,3,3,10,acept,furnished,10000
São Paulo,60,2,1,1,6,acept,furnished,2650
Porto Alegre,63,2,2,1,8,acept,not furnished,1960
São Paulo,150,3,3,2,7,acept,not furnished,3400
Campinas,144,4,3,2,13,acept,not furnished,1750
Rio de Janeiro,200,2,1,0,-,acept,not furnished,3000
São Paulo,34,2,1,0,10,acept,not furnished,2200
São Paulo,74,2,3,2,24,acept,not furnished,3200
Porto Alegre,73,3,1,0,2,acept,not furnished,1800
São Paulo,368,4,5,6,1,not acept,not furnished,8500
Rio de Janeiro,160,3,2,1,7,acept,not furnished,2300
Belo Horizonte,120,4,3,2,4,acept,not furnished,3250
Belo Horizonte,180,4,3,4,6,not acept,not furnished,12000
Belo Horizonte,290,3,3,0,-,acept,not furnished,6000
São Paulo,225,4,3,2,-,acept,not furnished,3995
Campinas,60,3,1,1,-,not acept,not furnished,1087
São Paulo,35,1,1,0,1,not acept,not furnished,1305
São Paulo,95,3,2,1,11,acept,not furnished,6500
Belo Horizonte,260,4,4,0,5,acept,not furnished,6500
São Paulo,260,4,4,4,8,acept,not furnished,10000
Rio de Janeiro,350,3,2,3,-,acept,not furnished,15000
São Paulo,500,4,4,0,-,acept,not furnished,6000
Porto Alegre,42,1,1,1,2,acept,not furnished,2198
São Paulo,80,2,1,1,2,acept,furnished,3500
São Paulo,100,5,5,2,-,not acept,not furnished,4500
São Paulo,110,2,2,2,9,acept,not furnished,2300
São Paulo,70,1,1,0,-,not acept,not furnished,1520
São Paulo,12,1,1,0,-,not acept,not furnished,950
São Paulo,62,1,1,1,-,not acept,not furnished,1300
São Paulo,90,2,1,1,1,acept,not furnished,1600
São Paulo,220,3,3,2,11,acept,not furnished,9000
Porto Alegre,197,3,2,3,3,acept,not furnished,7000
São Paulo,214,3,2,5,4,acept,not furnished,14000
Rio de Janeiro,105,3,2,1,2,acept,not furnished,1750
Belo Horizonte,390,5,5,5,8,not acept,not furnished,8000
São Paulo,390,4,5,4,-,acept,furnished,11500
Rio de Janeiro,105,3,2,1,5,acept,not furnished,3700
São Paulo,270,3,6,2,8,acept,furnished,3270
Belo Horizonte,260,4,4,5,5,not acept,not furnished,4500
Rio de Janeiro,344,4,3,2,16,acept,furnished,3612
São Paulo,100,2,1,0,-,not acept,not furnished,2000
Rio de Janeiro,50,2,1,0,5,acept,furnished,1800
São Paulo,183,4,3,4,3,acept,not furnished,5950
São Paulo,270,4,5,3,19,acept,furnished,9753
São Paulo,180,2,3,2,9,acept,not furnished,5900
São Paulo,52,2,1,1,9,not acept,not furnished,1580
São Paulo,260,4,4,4,-,acept,not furnished,4500
Rio de Janeiro,38,1,1,1,3,acept,not furnished,1450
São Paulo,40,1,1,1,13,acept,not furnished,2990
São Paulo,360,4,5,4,18,acept,not furnished,7800
Porto Alegre,160,3,3,3,8,acept,furnished,8950
São Paulo,120,3,2,2,-,acept,not furnished,4800
São Paulo,70,2,1,1,1,acept,not furnished,1000
Campinas,203,3,1,2,-,acept,not furnished,3300
São Paulo,18,1,1,0,1,not acept,not furnished,1260
Rio de Janeiro,50,2,1,1,5,acept,furnished,1550
São Paulo,33,1,1,0,4,acept,not furnished,1300
São Paulo,30,1,1,0,-,acept,not furnished,1090
São Paulo,330,2,4,3,-,acept,not furnished,6000
Porto Alegre,60,2,2,1,4,not acept,not furnished,2170
São Paulo,144,3,4,3,4,acept,furnished,7200
Rio de Janeiro,93,2,1,1,7,acept,furnished,5500
São Paulo,100,2,1,1,-,acept,not furnished,1900
Porto Alegre,71,3,1,0,1,acept,not furnished,1250
Rio de Janeiro,67,1,1,1,11,acept,not furnished,800
São Paulo,70,2,1,0,1,acept,not furnished,3000
Belo Horizonte,300,4,6,4,2,acept,furnished,13000
São Paulo,240,3,2,2,17,not acept,not furnished,9800
São Paulo,96,3,1,2,1,acept,not furnished,1847
São Paulo,200,4,3,2,10,acept,furnished,4500
Campinas,54,1,2,1,6,acept,furnished,3500
São Paulo,174,3,5,3,24,acept,not furnished,6800
São Paulo,350,3,4,4,-,acept,furnished,15000
Belo Horizonte,92,3,2,2,3,acept,not furnished,1950
Belo Horizonte,125,3,2,0,2,acept,not furnished,1850
Campinas,308,3,4,4,-,acept,not furnished,8000
São Paulo,375,4,5,4,-,acept,not furnished,12750
São Paulo,137,3,4,2,2,acept,not furnished,2200
Belo Horizonte,70,1,1,0,1,acept,not furnished,1100
Belo Horizonte,65,2,2,1,3,acept,not furnished,1200
São Paulo,107,2,2,2,18,acept,furnished,12800
São Paulo,85,2,2,1,13,acept,not furnished,4131
São Paulo,69,2,1,0,4,acept,not furnished,3000
Belo Horizonte,110,3,2,1,2,not acept,not furnished,1400
Porto Alegre,113,3,2,3,4,acept,not furnished,2200
São Paulo,213,4,3,0,3,acept,furnished,5100
São Paulo,140,2,2,2,-,not acept,not furnished,2700
Belo Horizonte,253,3,3,3,4,acept,not furnished,2400
Belo Horizonte,490,4,4,3,-,acept,not furnished,9000
São Paulo,96,4,2,2,-,acept,not furnished,3710
São Paulo,23,1,1,0,25,acept,not furnished,2100
Rio de Janeiro,80,2,2,1,9,not acept,furnished,5000
São Paulo,92,3,2,2,10,acept,not furnished,3500
Rio de Janeiro,25,1,1,0,2,acept,furnished,1900
São Paulo,220,3,2,8,-,acept,not furnished,4335
São Paulo,70,3,1,1,1,acept,not furnished,2000
São Paulo,130,3,2,1,1,not acept,not furnished,4300
Rio de Janeiro,120,3,2,0,5,acept,furnished,1800
São Paulo,208,3,2,1,5,acept,not furnished,7000
Belo Horizonte,70,2,1,2,3,acept,not furnished,2000
São Paulo,160,5,3,3,-,acept,not furnished,4460
Belo Horizonte,214,4,3,3,1,not acept,not furnished,5600
São Paulo,40,1,1,1,3,acept,furnished,3179
Rio de Janeiro,64,2,1,0,6,not acept,not furnished,3500
São Paulo,290,4,5,2,6,acept,not furnished,10000
Porto Alegre,35,1,1,0,-,acept,furnished,850
São Paulo,138,2,3,2,13,acept,not furnished,8000
Belo Horizonte,78,2,3,2,3,acept,not furnished,2500
Belo Horizonte,92,3,1,1,2,acept,not furnished,1900
Porto Alegre,513,3,2,2,3,acept,furnished,2900
Campinas,58,1,1,1,1,acept,not furnished,1270
São Paulo,51,1,1,1,25,acept,furnished,4650
Belo Horizonte,200,4,5,3,5,not acept,furnished,9000
Porto Alegre,115,1,1,0,4,acept,furnished,1600
Rio de Janeiro,64,2,1,1,1,acept,furnished,1900
Campinas,40,1,1,1,2,not acept,not furnished,1000
Rio de Janeiro,159,3,2,2,12,acept,not furnished,1900
Rio de Janeiro,35,1,1,0,1,acept,furnished,1850
São Paulo,192,3,1,0,-,not acept,not furnished,1560
São Paulo,250,5,5,0,-,acept,not furnished,4500
Campinas,43,1,1,0,5,not acept,not furnished,660
Belo Horizonte,142,3,3,2,-,acept,not furnished,2000
Belo Horizonte,244,4,3,3,3,acept,not furnished,2900
São Paulo,200,3,2,3,14,acept,furnished,8000
Campinas,55,2,1,1,4,acept,not furnished,700
São Paulo,108,4,2,0,9,acept,not furnished,5500
São Paulo,120,3,1,0,-,acept,not furnished,2200
São Paulo,44,1,1,1,13,not acept,furnished,4300
Belo Horizonte,50,2,1,1,4,acept,not furnished,1140
São Paulo,87,2,2,2,15,acept,not furnished,3800
São Paulo,88,3,2,2,11,acept,furnished,5870
São Paulo,376,3,3,2,-,acept,not furnished,1800
Porto Alegre,38,1,1,1,8,acept,not furnished,1490
Campinas,45,1,1,1,15,acept,not furnished,880
Rio de Janeiro,36,1,1,0,4,not acept,furnished,1627
Rio de Janeiro,75,2,1,1,4,acept,furnished,1360
São Paulo,85,2,2,1,6,not acept,furnished,3000
São Paulo,35,1,1,0,-,acept,not furnished,1100
Porto Alegre,58,2,2,2,8,acept,not furnished,2470
São Paulo,90,2,3,1,-,acept,not furnished,2300
Porto Alegre,87,2,1,1,6,acept,furnished,1550
São Paulo,136,3,2,2,8,not acept,furnished,8090
Rio de Janeiro,124,3,2,2,8,not acept,furnished,5400
São Paulo,51,1,1,0,13,acept,furnished,2500
Campinas,90,2,1,0,-,not acept,not furnished,1700
Porto Alegre,270,2,3,1,-,acept,not furnished,6500
Campinas,200,4,3,2,1,acept,not furnished,3400
Porto Alegre,79,3,1,0,10,acept,furnished,1140
São Paulo,40,2,1,1,1,acept,not furnished,3300
São Paulo,300,3,5,4,-,acept,not furnished,6600
São Paulo,44,1,1,0,13,not acept,furnished,1900
São Paulo,130,3,2,2,-,acept,not furnished,2200
São Paulo,180,3,4,3,15,acept,furnished,6400
São Paulo,79,3,2,2,4,not acept,furnished,3200
Belo Horizonte,50,1,1,1,4,not acept,furnished,1850
Campinas,110,3,1,1,-,acept,not furnished,1500
São Paulo,17,1,1,0,1,not acept,furnished,2200
Belo Horizonte,60,2,1,1,8,acept,not furnished,2100
Rio de Janeiro,95,2,2,0,5,acept,not furnished,1700
São Paulo,145,2,2,1,-,acept,not furnished,2975
São Paulo,125,3,4,5,-,acept,not furnished,10000
Rio de Janeiro,70,1,1,1,3,acept,furnished,2000
Rio de Janeiro,90,2,2,1,4,not acept,not furnished,2700
São Paulo,28,1,1,0,6,acept,furnished,2500
Campinas,110,3,3,2,-,acept,not furnished,3200
Belo Horizonte,165,3,3,3,-,acept,not furnished,3000
São Paulo,25,1,1,0,9,acept,furnished,1750
São Paulo,195,4,3,4,7,acept,not furnished,2700
Belo Horizonte,70,3,1,1,3,acept,not furnished,900
Campinas,50,1,1,0,1,not acept,furnished,2000
São Paulo,44,1,1,0,6,acept,not furnished,2800
Belo Horizonte,245,4,5,2,7,acept,not furnished,2025
São Paulo,46,2,1,0,1,acept,not furnished,1700
Belo Horizonte,70,2,1,1,2,acept,not furnished,950
Rio de Janeiro,50,1,1,0,1,acept,furnished,750
Belo Horizonte,40,2,2,1,2,not acept,not furnished,900
São Paulo,94,3,2,2,17,acept,not furnished,2173
São Paulo,323,3,5,6,-,acept,not furnished,10000
Rio de Janeiro,140,3,2,2,7,acept,furnished,7400
Rio de Janeiro,102,3,2,1,4,acept,not furnished,5000
São Paulo,170,3,2,1,14,not acept,not furnished,4500
Belo Horizonte,250,4,2,2,-,acept,furnished,3500
São Paulo,44,1,1,0,1,not acept,not furnished,1200
São Paulo,54,2,2,1,4,acept,not furnished,2800
Rio de Janeiro,125,4,4,2,8,acept,not furnished,6130
São Paulo,80,3,1,1,8,acept,furnished,2500
São Paulo,150,3,2,4,-,acept,not furnished,9670
Belo Horizonte,50,2,1,1,10,acept,not furnished,800
São Paulo,270,4,4,4,-,acept,furnished,8840
São Paulo,53,1,1,1,6,not acept,furnished,3500
São Paulo,486,8,4,6,-,acept,not furnished,25000
Belo Horizonte,200,3,1,1,-,acept,not furnished,3800
São Paulo,218,3,3,3,9,acept,furnished,15000
São Paulo,50,1,1,1,-,acept,not furnished,1750
Porto Alegre,112,2,2,2,10,acept,not furnished,3153
Campinas,300,4,5,4,-,acept,not furnished,4000
Belo Horizonte,75,2,1,2,-,acept,not furnished,1500
São Paulo,700,3,3,8,-,acept,furnished,13500
São Paulo,250,2,2,1,-,acept,not furnished,4800
Campinas,50,1,1,0,-,acept,not furnished,940
Rio de Janeiro,91,2,2,1,14,acept,furnished,9800
Rio de Janeiro,83,2,1,1,4,acept,not furnished,2330
São Paulo,335,4,6,4,2,acept,furnished,4500
São Paulo,520,4,4,3,-,acept,furnished,12000
São Paulo,235,3,2,2,5,acept,furnished,7200
São Paulo,50,1,1,0,3,acept,not furnished,1500
São Paulo,280,5,5,4,13,acept,not furnished,10000
São Paulo,80,1,1,1,2,not acept,not furnished,1200
São Paulo,70,2,2,1,-,acept,not furnished,2100
São Paulo,139,3,2,0,7,acept,not furnished,8000
Belo Horizonte,325,4,3,0,-,acept,not furnished,9000
São Paulo,60,2,1,1,6,acept,not furnished,1100
Porto Alegre,238,4,3,1,5,acept,furnished,4250
São Paulo,50,1,1,0,-,not acept,not furnished,1093
São Paulo,128,3,3,0,9,acept,not furnished,2900
São Paulo,300,3,6,6,-,not acept,not furnished,5000
São Paulo,160,3,3,1,-,acept,not furnished,8000
Belo Horizonte,400,5,5,8,-,acept,not furnished,7900
Rio de Janeiro,62,2,1,0,3,acept,not furnished,1200
São Paulo,300,4,5,2,-,acept,not furnished,4200
São Paulo,300,5,5,4,8,acept,not furnished,4792
Campinas,30,1,1,0,-,not acept,not furnished,1400
Belo Horizonte,155,1,4,0,4,not acept,not furnished,2790
São Paulo,300,3,2,3,-,acept,furnished,3700
São Paulo,37,1,1,1,12,acept,furnished,3700
São Paulo,35,1,1,0,16,not acept,furnished,1500
Porto Alegre,55,1,1,0,1,acept,not furnished,700
São Paulo,50,1,1,0,1,acept,not furnished,1550
São Paulo,64,2,1,2,10,not acept,furnished,4000
São Paulo,49,2,1,1,5,acept,not furnished,2000
Campinas,87,3,2,1,9,acept,not furnished,1800
São Paulo,250,3,4,2,-,acept,not furnished,3480
São Paulo,72,3,2,1,3,not acept,not furnished,1750
São Paulo,76,3,3,2,1,acept,not furnished,2662
Porto Alegre,163,3,4,2,3,acept,furnished,8000
São Paulo,75,2,1,0,5,acept,furnished,4000
Campinas,89,3,2,1,7,acept,not furnished,1800
São Paulo,93,3,3,2,5,acept,furnished,4200
São Paulo,420,3,6,4,-,not acept,not furnished,6500
Belo Horizonte,640,6,7,5,-,acept,furnished,6141
São Paulo,326,3,4,5,12,acept,furnished,15000
São Paulo,136,3,4,3,4,not acept,not furnished,3500
Porto Alegre,39,1,1,0,2,acept,furnished,780
Belo Horizonte,70,2,1,1,1,acept,not furnished,900
São Paulo,480,4,6,5,-,acept,not furnished,15000
São Paulo,50,2,1,0,5,acept,not furnished,1900
São Paulo,180,3,3,5,-,acept,not furnished,2500
Belo Horizonte,100,3,2,2,9,acept,furnished,3000
Belo Horizonte,100,3,2,1,-,acept,furnished,2000
São Paulo,560,5,5,6,-,acept,not furnished,15000
São Paulo,180,5,3,2,-,not acept,not furnished,9000
Rio de Janeiro,44,1,1,0,3,acept,not furnished,2350
São Paulo,18,1,1,1,3,not acept,not furnished,1090
Campinas,154,2,2,1,-,acept,not furnished,1300
São Paulo,80,2,2,1,1,not acept,furnished,2800
Belo Horizonte,308,2,3,3,-,acept,not furnished,2000
São Paulo,150,4,4,1,-,acept,furnished,4500
São Paulo,80,2,2,2,4,acept,not furnished,2450
São Paulo,70,2,1,1,1,acept,not furnished,1000
São Paulo,136,3,2,1,7,acept,furnished,4000
Porto Alegre,55,1,1,1,6,acept,not furnished,935
Porto Alegre,90,3,2,1,2,acept,furnished,2200
Campinas,48,2,1,1,8,acept,not furnished,1545
São Paulo,224,4,5,3,12,acept,not furnished,9500
Porto Alegre,32,1,1,1,4,acept,not furnished,2500
Rio de Janeiro,60,2,1,1,8,acept,not furnished,500
Rio de Janeiro,150,3,2,1,12,acept,furnished,4200
São Paulo,260,3,5,3,3,acept,not furnished,4500
São Paulo,42,1,1,0,3,acept,not furnished,1120
Belo Horizonte,320,4,3,3,10,not acept,furnished,7000
Porto Alegre,460,4,4,4,-,acept,not furnished,4000
São Paulo,208,3,3,3,13,acept,not furnished,5960
São Paulo,360,4,5,4,12,acept,not furnished,6593
São Paulo,30,1,1,0,1,not acept,furnished,1500
São Paulo,132,2,2,0,1,acept,furnished,2900
Belo Horizonte,250,6,6,2,-,acept,not furnished,9000
São Paulo,29,1,1,1,10,not acept,furnished,3050
São Paulo,100,1,2,2,-,acept,not furnished,2000
Rio de Janeiro,100,3,2,1,12,acept,not furnished,1920
Porto Alegre,120,3,3,0,7,acept,furnished,7500
Belo Horizonte,390,6,3,2,-,acept,not furnished,11000
São Paulo,80,3,1,0,-,acept,not furnished,2400
São Paulo,140,3,3,1,2,acept,furnished,3000
São Paulo,146,3,2,2,14,acept,furnished,3500
Belo Horizonte,360,4,2,4,-,acept,not furnished,6000
São Paulo,165,3,3,4,9,acept,not furnished,5000
São Paulo,100,3,2,2,-,acept,furnished,3570
São Paulo,80,3,2,2,11,acept,not furnished,3100
São Paulo,29,1,1,0,18,acept,not furnished,2300
Campinas,46,1,1,1,4,not acept,not furnished,935
São Paulo,110,3,2,2,14,not acept,furnished,5500
São Paulo,300,3,3,3,-,acept,not furnished,3400
São Paulo,62,2,2,3,7,acept,not furnished,7000
São Paulo,150,3,1,0,3,not acept,not furnished,4200
Porto Alegre,92,3,1,0,3,acept,not furnished,1800
Belo Horizonte,50,2,1,1,4,acept,not furnished,900
São Paulo,220,3,3,3,9,acept,not furnished,8900
Rio de Janeiro,250,4,3,2,6,acept,not furnished,5300
Rio de Janeiro,160,3,2,1,2,acept,not furnished,4000
Rio de Janeiro,110,3,2,1,7,acept,not furnished,2500
São Paulo,120,4,4,4,-,acept,not furnished,4000
Porto Alegre,101,3,2,1,3,acept,not furnished,2900
São Paulo,60,2,1,0,8,not acept,furnished,1800
São Paulo,60,2,1,1,-,not acept,not furnished,1700
São Paulo,330,4,3,0,9,acept,not furnished,10000
São Paulo,350,3,6,4,28,acept,furnished,12000
Rio de Janeiro,26,1,1,0,1,acept,not furnished,2100
São Paulo,110,4,5,3,-,acept,not furnished,3900
São Paulo,233,3,4,4,15,not acept,furnished,4300
Belo Horizonte,441,5,5,8,-,acept,not furnished,8000
Porto Alegre,44,1,1,0,4,acept,furnished,550
São Paulo,150,3,4,3,-,acept,furnished,4600
São Paulo,50,1,1,0,-,acept,not furnished,820
Belo Horizonte,136,4,3,1,1,acept,not furnished,2300
São Paulo,455,3,2,4,-,acept,not furnished,11000
Belo Horizonte,160,4,4,3,12,not acept,furnished,6500
São Paulo,58,1,1,2,2,acept,not furnished,2000
Porto Alegre,75,2,1,0,1,acept,not furnished,2500
Rio de Janeiro,160,3,2,1,1,acept,not furnished,3150
São Paulo,310,5,2,2,15,acept,not furnished,5000
